Angle,Intensity
24.775245113,6
24.783600747,2
24.791956382,6
24.800312016,6
24.808667651,2
24.817023285,4
24.82537892,6
24.833734554,5
24.842090189,6
24.850445823,2
24.858801458,2
24.867157092,2
24.875512727,1
24.883868361,2
24.892223996,2
24.90057963,6
24.908935265,4
24.917290899,4
24.925646534,4
24.934002168,8
24.942357803,6
24.950713437,1
24.959069072,1
24.967424706,4
24.975780341,5
24.984135975,6
24.99249161,8
25.000847244,4
25.009202879,2
25.017558513,2
25.025914148,2
25.034269782,2
25.042625417,4
25.050981051,4
25.059336686,1
25.06769232,5
25.076047955,4
25.084403589,2
25.092759223,4
25.101114858,4
25.109470492,6
25.117826127,2
25.126181761,9
25.134537396,6
25.14289303,4
25.151248665,2
25.159604299,4
25.167959934,4
25.176315568,8
25.184671203,4
25.193026837,5
25.201382472,5
25.209738106,4
25.218093741,2
25.226449375,4
25.23480501,5
25.243160644,4
25.251516279,4
25.259871913,4
25.268227548,4
25.276583182,10
25.284938817,1
25.293294451,2
25.301650086,5
25.31000572,4
25.318361355,4
25.326716989,4
25.335072624,4
25.343428258,4
25.351783893,6
25.360139527,8
25.368495162,0
25.376850796,2
25.385206431,4
25.393562065,6
25.4019177,4
25.410273334,6
25.418628969,2
25.426984603,0
25.435340238,4
25.443695872,5
25.452051506,6
25.460407141,4
25.468762775,2
25.47711841,5
25.485474044,2
25.493829679,9
25.502185313,9
25.510540948,6
25.518896582,4
25.527252217,9
25.535607851,4
25.543963486,4
25.55231912,10
25.560674755,8
25.569030389,1
25.577386024,1
25.585741658,4
25.594097293,8
25.602452927,8
25.610808562,4
25.619164196,6
25.627519831,6
25.635875465,6
25.6442311,8
25.652586734,1
25.660942369,1
25.669298003,4
25.677653638,6
25.686009272,6
25.694364907,10
25.702720541,0
25.711076176,2
25.71943181,1
25.727787445,4
25.736143079,5
25.744498714,4
25.752854348,6
25.761209983,4
25.769565617,5
25.777921252,2
25.786276886,1
25.794632521,2
25.802988155,1
25.811343789,1
25.819699424,2
25.828055058,6
25.836410693,1
25.844766327,1
25.853121962,6
25.861477596,5
25.869833231,2
25.878188865,4
25.8865445,5
25.894900134,2
25.903255769,6
25.911611403,4
25.919967038,1
25.928322672,1
25.936678307,6
25.945033941,5
25.953389576,5
25.96174521,4
25.970100845,2
25.978456479,5
25.986812114,4
25.995167748,4
26.003523383,6
26.011879017,4
26.020234652,5
26.028590286,6
26.036945921,8
26.045301555,1
26.05365719,8
26.062012824,1
26.070368459,4
26.078724093,6
26.087079728,2
26.095435362,4
26.103790997,2
26.112146631,2
26.120502266,0
26.1288579,4
26.137213535,4
26.145569169,5
26.153924804,1
26.162280438,5
26.170636072,2
26.178991707,2
26.187347341,5
26.195702976,4
26.20405861,1
26.212414245,5
26.220769879,2
26.229125514,4
26.237481148,4
26.245836783,6
26.254192417,4
26.262548052,4
26.270903686,5
26.279259321,1
26.287614955,2
26.29597059,2
26.304326224,1
26.312681859,5
26.321037493,1
26.329393128,6
26.337748762,5
26.346104397,1
26.354460031,2
26.362815666,5
26.3711713,5
26.379526935,0
26.387882569,1
26.396238204,1
26.404593838,5
26.412949473,2
26.421305107,4
26.429660742,1
26.438016376,1
26.446372011,4
26.454727645,1
26.46308328,6
26.471438914,2
26.479794549,6
26.488150183,2
26.496505818,4
26.504861452,4
26.513217087,8
26.521572721,6
26.529928356,6
26.53828399,2
26.546639624,5
26.554995259,1
26.563350893,6
26.571706528,6
26.580062162,2
26.588417797,5
26.596773431,5
26.605129066,6
26.6134847,6
26.621840335,2
26.630195969,4
26.638551604,1
26.646907238,4
26.655262873,4
26.663618507,2
26.671974142,8
26.680329776,2
26.688685411,6
26.697041045,2
26.70539668,2
26.713752314,4
26.722107949,8
26.730463583,4
26.738819218,1
26.747174852,1
26.755530487,2
26.763886121,4
26.772241756,6
26.78059739,1
26.788953025,0
26.797308659,4
26.805664294,8
26.814019928,2
26.822375563,5
26.830731197,4
26.839086832,6
26.847442466,6
26.855798101,0
26.864153735,1
26.87250937,6
26.880865004,6
26.889220639,6
26.897576273,1
26.905931907,6
26.914287542,6
26.922643176,8
26.930998811,2
26.939354445,6
26.94771008,2
26.956065714,6
26.964421349,5
26.972776983,4
26.981132618,6
26.989488252,4
26.997843887,2
27.006199521,5
27.014555156,5
27.02291079,4
27.031266425,2
27.039622059,4
27.047977694,8
27.056333328,4
27.064688963,2
27.073044597,2
27.081400232,2
27.089755866,1
27.098111501,4
27.106467135,8
27.11482277,4
27.123178404,2
27.131534039,2
27.139889673,1
27.148245308,4
27.156600942,5
27.164956577,4
27.173312211,1
27.181667846,6
27.19002348,8
27.198379115,6
27.206734749,4
27.215090384,4
27.223446018,4
27.231801653,6
27.240157287,6
27.248512922,5
27.256868556,5
27.26522419,5
27.273579825,8
27.281935459,1
27.290291094,8
27.298646728,4
27.307002363,5
27.315357997,4
27.323713632,1
27.332069266,9
27.340424901,9
27.348780535,4
27.35713617,8
27.365491804,9
27.373847439,2
27.382203073,9
27.390558708,5
27.398914342,4
27.407269977,9
27.415625611,1
27.423981246,5
27.43233688,1
27.440692515,4
27.449048149,10
27.457403784,6
27.465759418,6
27.474115053,5
27.482470687,9
27.490826322,5
27.499181956,4
27.507537591,5
27.515893225,1
27.52424886,2
27.532604494,8
27.540960129,9
27.549315763,5
27.557671398,4
27.566027032,6
27.574382667,10
27.582738301,2
27.591093936,4
27.59944957,4
27.607805205,8
27.616160839,8
27.624516473,9
27.632872108,14
27.641227742,8
27.649583377,8
27.657939011,6
27.666294646,18
27.67465028,5
27.683005915,6
27.691361549,9
27.699717184,10
27.708072818,9
27.716428453,6
27.724784087,8
27.733139722,9
27.741495356,16
27.749850991,10
27.758206625,13
27.76656226,8
27.774917894,6
27.783273529,4
27.791629163,4
27.799984798,4
27.808340432,10
27.816696067,10
27.825051701,8
27.833407336,9
27.84176297,6
27.850118605,14
27.858474239,14
