Divergence slit,Fixed,0.19mm,,,,,,,,,,,,,,69.1631,34.58155,0.603561908,1.226481993,1.50425808,16.427,24.71044749,4.970960419
Monochromator used,NO,,,,,,,,,,,,,,,88.0468,44.0234,0.768353278,1.001687748,1.003378345,24.623,24.70618498,4.97053166
Generator voltage,45,,,,,,,,,,,,,,,,,,,,,,
Tube current,40,,,,,,,,,,,,,,,,,,,,,,
File date and time,11/6/2018 9:22,,,,,,,,,,,,,,,,,,,,,,
Unit cell,,,,,,,,,,,,,,,,,,,,,,,
h k l, 0 0 0,,,,,,,,,,,,,,,,,,,,,,
Scan axis,Gonio,,,,,,,,,,,,,,,,,,,,,,
Scan range,10.001,149.9996559,,,,,,,,,,,,,,,,,,,,,
Scan step size,0.0083556,,,,,,,,,,,,,,,,,,,,,,
No. of points,16755,,,,,,,,,,,,,,,,,,,,,,
Scan type,CONTINUOUS,,,,,,,,,,,,,,,,,,,,,,
Phi,0,,,,,,,,,,,,,,,,,,,,,,
Time per step,1.905,,,,,,,,,,,,,,,,,,,,,,
[Scan points],,,,,,,,,,,,,,,,,,,,,,,
Angle,Intensity,,,,,,,,,,,,,,,,,,,,,,
63.47288291,4,,,,,,,,,,,,,,,,,,,,,,
63.48123855,4,,,,,,,,,,,,,,,,,,,,,,
63.48959418,4,,,,,,,,,,,,,,,,,,,,,,
63.49794982,2,,,,,,,,,,,,,,,,,,,,,,
63.50630545,2,,,,,,,,,,,,,,,,,,,,,,
63.51466108,4,,,,,,,,,,,,,,,,,,,,,,
63.52301672,2,,,,,,,,,,,,,,,,,,,,,,
63.53137235,2,,,,,,,,,,,,,,,,,,,,,,
63.53972799,5,,,,,,,,,,,,,,,,,,,,,,
63.54808362,1,,,,,,,,,,,,,,,,,,,,,,
63.55643926,6,,,,,,,,,,,,,,,,,,,,,,
63.56479489,2,,,,,,,,,,,,,,,,,,,,,,
63.57315053,1,,,,,,,,,,,,,,,,,,,,,,
63.58150616,1,,,,,,,,,,,,,,,,,,,,,,
63.5898618,2,,,,,,,,,,,,,,,,,,,,,,
63.59821743,1,,,,,,,,,,,,,,,,,,,,,,
63.60657306,4,,,,,,,,,,,,,,,,,,,,,,
63.6149287,1,,,,,,,,,,,,,,,,,,,,,,
63.62328433,1,,,,,,,,,,,,,,,,,,,,,,
63.63163997,0,,,,,,,,,,,,,,,,,,,,,,
63.6399956,4,,,,,,,,,,,,,,,,,,,,,,
63.64835124,1,,,,,,,,,,,,,,,,,,,,,,
63.65670687,9,,,,,,,,,,,,,,,,,,,,,,
63.66506251,2,,,,,,,,,,,,,,,,,,,,,,
63.67341814,2,,,,,,,,,,,,,,,,,,,,,,
63.68177377,1,,,,,,,,,,,,,,,,,,,,,,
63.69012941,4,,,,,,,,,,,,,,,,,,,,,,
63.69848504,1,,,,,,,,,,,,,,,,,,,,,,
63.70684068,2,,,,,,,,,,,,,,,,,,,,,,
63.71519631,4,,,,,,,,,,,,,,,,,,,,,,
63.72355195,0,,,,,,,,,,,,,,,,,,,,,,
63.73190758,4,,,,,,,,,,,,,,,,,,,,,,
63.74026322,2,,,,,,,,,,,,,,,,,,,,,,
63.74861885,2,,,,,,,,,,,,,,,,,,,,,,
63.75697448,5,,,,,,,,,,,,,,,,,,,,,,
63.76533012,1,,,,,,,,,,,,,,,,,,,,,,
63.77368575,1,,,,,,,,,,,,,,,,,,,,,,
63.78204139,2,,,,,,,,,,,,,,,,,,,,,,
63.79039702,2,,,,,,,,,,,,,,,,,,,,,,
63.79875266,4,,,,,,,,,,,,,,,,,,,,,,
63.80710829,2,,,,,,,,,,,,,,,,,,,,,,
63.81546393,2,,,,,,,,,,,,,,,,,,,,,,
63.82381956,2,,,,,,,,,,,,,,,,,,,,,,
63.8321752,4,,,,,,,,,,,,,,,,,,,,,,
63.84053083,2,,,,,,,,,,,,,,,,,,,,,,
63.84888646,0,,,,,,,,,,,,,,,,,,,,,,
63.8572421,6,,,,,,,,,,,,,,,,,,,,,,
63.86559773,2,,,,,,,,,,,,,,,,,,,,,,
63.87395337,0,,,,,,,,,,,,,,,,,,,,,,
63.882309,2,,,,,,,,,,,,,,,,,,,,,,
63.89066464,2,,,,,,,,,,,,,,,,,,,,,,
63.89902027,0,,,,,,,,,,,,,,,,,,,,,,
63.90737591,0,,,,,,,,,,,,,,,,,,,,,,
63.91573154,0,,,,,,,,,,,,,,,,,,,,,,
63.92408717,0,,,,,,,,,,,,,,,,,,,,,,
63.93244281,5,,,,,,,,,,,,,,,,,,,,,,
63.94079844,2,,,,,,,,,,,,,,,,,,,,,,
63.94915408,0,,,,,,,,,,,,,,,,,,,,,,
63.95750971,2,,,,,,,,,,,,,,,,,,,,,,
63.96586535,4,,,,,,,,,,,,,,,,,,,,,,
63.97422098,2,,,,,,,,,,,,,,,,,,,,,,
63.98257662,4,,,,,,,,,,,,,,,,,,,,,,
63.99093225,1,,,,,,,,,,,,,,,,,,,,,,
63.99928789,1,,,,,,,,,,,,,,,,,,,,,,
64.00764352,2,,,,,,,,,,,,,,,,,,,,,,
64.01599915,5,,,,,,,,,,,,,,,,,,,,,,
64.02435479,1,,,,,,,,,,,,,,,,,,,,,,
64.03271042,0,,,,,,,,,,,,,,,,,,,,,,
64.04106606,0,,,,,,,,,,,,,,,,,,,,,,
64.04942169,1,,,,,,,,,,,,,,,,,,,,,,
64.05777733,2,,,,,,,,,,,,,,,,,,,,,,
64.06613296,4,,,,,,,,,,,,,,,,,,,,,,
64.0744886,1,,,,,,,,,,,,,,,,,,,,,,
64.08284423,1,,,,,,,,,,,,,,,,,,,,,,
64.09119986,1,,,,,,,,,,,,,,,,,,,,,,
64.0995555,9,,,,,,,,,,,,,,,,,,,,,,
64.10791113,1,,,,,,,,,,,,,,,,,,,,,,
64.11626677,2,,,,,,,,,,,,,,,,,,,,,,
64.1246224,5,,,,,,,,,,,,,,,,,,,,,,
64.13297804,0,,,,,,,,,,,,,,,,,,,,,,
64.14133367,1,,,,,,,,,,,,,,,,,,,,,,
64.14968931,6,,,,,,,,,,,,,,,,,,,,,,
64.15804494,2,,,,,,,,,,,,,,,,,,,,,,
64.16640057,1,,,,,,,,,,,,,,,,,,,,,,
64.17475621,4,,,,,,,,,,,,,,,,,,,,,,
64.18311184,2,,,,,,,,,,,,,,,,,,,,,,
64.19146748,6,,,,,,,,,,,,,,,,,,,,,,
64.19982311,5,,,,,,,,,,,,,,,,,,,,,,
64.20817875,4,,,,,,,,,,,,,,,,,,,,,,
64.21653438,2,,,,,,,,,,,,,,,,,,,,,,
64.22489002,5,,,,,,,,,,,,,,,,,,,,,,
64.23324565,4,,,,,,,,,,,,,,,,,,,,,,
64.24160129,1,,,,,,,,,,,,,,,,,,,,,,
64.24995692,5,,,,,,,,,,,,,,,,,,,,,,
64.25831255,1,,,,,,,,,,,,,,,,,,,,,,
64.26666819,4,,,,,,,,,,,,,,,,,,,,,,
64.27502382,5,,,,,,,,,,,,,,,,,,,,,,
64.28337946,0,,,,,,,,,,,,,,,,,,,,,,
64.29173509,1,,,,,,,,,,,,,,,,,,,,,,
64.30009073,0,,,,,,,,,,,,,,,,,,,,,,
64.30844636,0,,,,,,,,,,,,,,,,,,,,,,
64.316802,1,,,,,,,,,,,,,,,,,,,,,,
64.32515763,1,,,,,,,,,,,,,,,,,,,,,,
64.33351326,1,,,,,,,,,,,,,,,,,,,,,,
64.3418689,0,,,,,,,,,,,,,,,,,,,,,,
64.35022453,2,,,,,,,,,,,,,,,,,,,,,,
64.35858017,5,,,,,,,,,,,,,,,,,,,,,,
64.3669358,2,,,,,,,,,,,,,,,,,,,,,,
64.37529144,1,,,,,,,,,,,,,,,,,,,,,,
64.38364707,1,,,,,,,,,,,,,,,,,,,,,,
64.39200271,2,,,,,,,,,,,,,,,,,,,,,,
64.40035834,2,,,,,,,,,,,,,,,,,,,,,,
64.40871397,5,,,,,,,,,,,,,,,,,,,,,,
64.41706961,5,,,,,,,,,,,,,,,,,,,,,,
64.42542524,4,,,,,,,,,,,,,,,,,,,,,,
64.43378088,5,,,,,,,,,,,,,,,,,,,,,,
64.44213651,1,,,,,,,,,,,,,,,,,,,,,,
64.45049215,2,,,,,,,,,,,,,,,,,,,,,,
64.45884778,6,,,,,,,,,,,,,,,,,,,,,,
64.46720342,2,,,,,,,,,,,,,,,,,,,,,,
64.47555905,4,,,,,,,,,,,,,,,,,,,,,,
64.48391469,1,,,,,,,,,,,,,,,,,,,,,,
64.49227032,8,,,,,,,,,,,,,,,,,,,,,,
64.50062595,1,,,,,,,,,,,,,,,,,,,,,,
64.50898159,2,,,,,,,,,,,,,,,,,,,,,,
64.51733722,0,,,,,,,,,,,,,,,,,,,,,,
64.52569286,4,,,,,,,,,,,,,,,,,,,,,,
64.53404849,4,,,,,,,,,,,,,,,,,,,,,,
64.54240413,2,,,,,,,,,,,,,,,,,,,,,,
64.55075976,5,,,,,,,,,,,,,,,,,,,,,,
64.5591154,4,,,,,,,,,,,,,,,,,,,,,,
64.56747103,2,,,,,,,,,,,,,,,,,,,,,,
64.57582666,4,,,,,,,,,,,,,,,,,,,,,,
64.5841823,8,,,,,,,,,,,,,,,,,,,,,,
64.59253793,6,,,,,,,,,,,,,,,,,,,,,,
64.60089357,5,,,,,,,,,,,,,,,,,,,,,,
64.6092492,2,,,,,,,,,,,,,,,,,,,,,,
64.61760484,1,,,,,,,,,,,,,,,,,,,,,,
64.62596047,5,,,,,,,,,,,,,,,,,,,,,,
64.63431611,2,,,,,,,,,,,,,,,,,,,,,,
64.64267174,1,,,,,,,,,,,,,,,,,,,,,,
64.65102738,2,,,,,,,,,,,,,,,,,,,,,,
64.65938301,4,,,,,,,,,,,,,,,,,,,,,,
64.66773864,4,,,,,,,,,,,,,,,,,,,,,,
64.67609428,6,,,,,,,,,,,,,,,,,,,,,,
64.68444991,2,,,,,,,,,,,,,,,,,,,,,,
64.69280555,6,,,,,,,,,,,,,,,,,,,,,,
64.70116118,4,,,,,,,,,,,,,,,,,,,,,,
64.70951682,5,,,,,,,,,,,,,,,,,,,,,,
64.71787245,8,,,,,,,,,,,,,,,,,,,,,,
64.72622809,8,,,,,,,,,,,,,,,,,,,,,,
64.73458372,1,,,,,,,,,,,,,,,,,,,,,,
64.74293935,1,,,,,,,,,,,,,,,,,,,,,,
64.75129499,8,,,,,,,,,,,,,,,,,,,,,,
64.75965062,5,,,,,,,,,,,,,,,,,,,,,,
64.76800626,4,,,,,,,,,,,,,,,,,,,,,,
64.77636189,13,,,,,,,,,,,,,,,,,,,,,,
64.78471753,2,,,,,,,,,,,,,,,,,,,,,,
64.79307316,14,,,,,,,,,,,,,,,,,,,,,,
64.8014288,14,,,,,,,,,,,,,,,,,,,,,,
64.80978443,5,,,,,,,,,,,,,,,,,,,,,,
64.81814006,2,,,,,,,,,,,,,,,,,,,,,,
64.8264957,13,,,,,,,,,,,,,,,,,,,,,,
64.83485133,21,,,,,,,,,,,,,,,,,,,,,,
64.84320697,10,,,,,,,,,,,,,,,,,,,,,,
64.8515626,14,,,,,,,,,,,,,,,,,,,,,,
64.85991824,16,,,,,,,,,,,,,,,,,,,,,,
64.86827387,30,,,,,,,,,,,,,,,,,,,,,,
64.87662951,24,,,,,,,,,,,,,,,,,,,,,,
64.88498514,20,,,,,,,,,,,,,,,,,,,,,,
64.89334078,36,,,,,,,,,,,,,,,,,,,,,,
64.90169641,25,,,,,,,,,,,,,,,,,,,,,,
64.91005204,38,,,,,,,,,,,,,,,,,,,,,,
64.91840768,37,,,,,,,,,,,,,,,,,,,,,,
64.92676331,40,,,,,,,,,,,,,,,,,,,,,,
64.93511895,49,,,,,,,,,,,,,,,,,,,,,,
64.94347458,61,,,,,,,,,,,,,,,,,,,,,,
64.95183022,68,,,,,,,,,,,,,,,,,,,,,,
64.96018585,53,,,,,,,,,,,,,,,,,,,,,,
64.96854149,70,,,,,,,,,,,,,,,,,,,,,,
64.97689712,62,,,,,,,,,,,,,,,,,,,,,,
64.98525275,66,,,,,,,,,,,,,,,,,,,,,,
64.99360839,54,,,,,,,,,,,,,,,,,,,,,,
65.00196402,57,,,,,,,,,,,,,,,,,,,,,,
65.01031966,50,,,,,,,,,,,,,,,,,,,,,,
65.01867529,34,,,,,,,,,,,,,,,,,,,,,,
65.02703093,22,,,,,,,,,,,,,,,,,,,,,,
65.03538656,37,,,,,,,,,,,,,,,,,,,,,,
65.0437422,42,,,,,,,,,,,,,,,,,,,,,,
65.05209783,26,,,,,,,,,,,,,,,,,,,,,,
65.06045347,32,,,,,,,,,,,,,,,,,,,,,,
65.0688091,33,,,,,,,,,,,,,,,,,,,,,,
65.07716473,41,,,,,,,,,,,,,,,,,,,,,,
65.08552037,25,,,,,,,,,,,,,,,,,,,,,,
65.093876,45,,,,,,,,,,,,,,,,,,,,,,
65.10223164,32,,,,,,,,,,,,,,,,,,,,,,
65.11058727,44,,,,,,,,,,,,,,,,,,,,,,
65.11894291,30,,,,,,,,,,,,,,,,,,,,,,
65.12729854,26,,,,,,,,,,,,,,,,,,,,,,
65.13565418,25,,,,,,,,,,,,,,,,,,,,,,
65.14400981,33,,,,,,,,,,,,,,,,,,,,,,
65.15236544,29,,,,,,,,,,,,,,,,,,,,,,
65.16072108,24,,,,,,,,,,,,,,,,,,,,,,
65.16907671,32,,,,,,,,,,,,,,,,,,,,,,
65.17743235,30,,,,,,,,,,,,,,,,,,,,,,
65.18578798,18,,,,,,,,,,,,,,,,,,,,,,
65.19414362,28,,,,,,,,,,,,,,,,,,,,,,
65.20249925,22,,,,,,,,,,,,,,,,,,,,,,
65.21085489,18,,,,,,,,,,,,,,,,,,,,,,
65.21921052,25,,,,,,,,,,,,,,,,,,,,,,
65.22756615,16,,,,,,,,,,,,,,,,,,,,,,
65.23592179,12,,,,,,,,,,,,,,,,,,,,,,
65.24427742,8,,,,,,,,,,,,,,,,,,,,,,
65.25263306,21,,,,,,,,,,,,,,,,,,,,,,
65.26098869,6,,,,,,,,,,,,,,,,,,,,,,
65.26934433,14,,,,,,,,,,,,,,,,,,,,,,
65.27769996,5,,,,,,,,,,,,,,,,,,,,,,
65.2860556,6,,,,,,,,,,,,,,,,,,,,,,
65.29441123,4,,,,,,,,,,,,,,,,,,,,,,
65.30276687,9,,,,,,,,,,,,,,,,,,,,,,
65.3111225,5,,,,,,,,,,,,,,,,,,,,,,
65.31947813,2,,,,,,,,,,,,,,,,,,,,,,
65.32783377,4,,,,,,,,,,,,,,,,,,,,,,
65.3361894,5,,,,,,,,,,,,,,,,,,,,,,
65.34454504,4,,,,,,,,,,,,,,,,,,,,,,
65.35290067,2,,,,,,,,,,,,,,,,,,,,,,
65.36125631,4,,,,,,,,,,,,,,,,,,,,,,
65.36961194,2,,,,,,,,,,,,,,,,,,,,,,
65.37796758,10,,,,,,,,,,,,,,,,,,,,,,
65.38632321,2,,,,,,,,,,,,,,,,,,,,,,
65.39467884,2,,,,,,,,,,,,,,,,,,,,,,
65.40303448,2,,,,,,,,,,,,,,,,,,,,,,
65.41139011,8,,,,,,,,,,,,,,,,,,,,,,
65.41974575,4,,,,,,,,,,,,,,,,,,,,,,
65.42810138,2,,,,,,,,,,,,,,,,,,,,,,
65.43645702,2,,,,,,,,,,,,,,,,,,,,,,
65.44481265,2,,,,,,,,,,,,,,,,,,,,,,
65.45316829,1,,,,,,,,,,,,,,,,,,,,,,
65.46152392,1,,,,,,,,,,,,,,,,,,,,,,
65.46987956,5,,,,,,,,,,,,,,,,,,,,,,
65.47823519,0,,,,,,,,,,,,,,,,,,,,,,
65.48659082,4,,,,,,,,,,,,,,,,,,,,,,
65.49494646,4,,,,,,,,,,,,,,,,,,,,,,
65.50330209,2,,,,,,,,,,,,,,,,,,,,,,
65.51165773,4,,,,,,,,,,,,,,,,,,,,,,
65.52001336,2,,,,,,,,,,,,,,,,,,,,,,
65.528369,2,,,,,,,,,,,,,,,,,,,,,,
65.53672463,5,,,,,,,,,,,,,,,,,,,,,,
65.54508027,2,,,,,,,,,,,,,,,,,,,,,,
65.5534359,1,,,,,,,,,,,,,,,,,,,,,,
65.56179153,0,,,,,,,,,,,,,,,,,,,,,,
65.57014717,1,,,,,,,,,,,,,,,,,,,,,,
65.5785028,8,,,,,,,,,,,,,,,,,,,,,,
65.58685844,2,,,,,,,,,,,,,,,,,,,,,,
65.59521407,2,,,,,,,,,,,,,,,,,,,,,,
65.60356971,2,,,,,,,,,,,,,,,,,,,,,,
65.61192534,0,,,,,,,,,,,,,,,,,,,,,,
65.62028098,1,,,,,,,,,,,,,,,,,,,,,,
65.62863661,6,,,,,,,,,,,,,,,,,,,,,,
65.63699224,1,,,,,,,,,,,,,,,,,,,,,,
65.64534788,1,,,,,,,,,,,,,,,,,,,,,,
65.65370351,2,,,,,,,,,,,,,,,,,,,,,,
65.66205915,4,,,,,,,,,,,,,,,,,,,,,,
65.67041478,1,,,,,,,,,,,,,,,,,,,,,,
65.67877042,2,,,,,,,,,,,,,,,,,,,,,,
65.68712605,4,,,,,,,,,,,,,,,,,,,,,,
65.69548169,2,,,,,,,,,,,,,,,,,,,,,,
65.70383732,1,,,,,,,,,,,,,,,,,,,,,,
65.71219296,0,,,,,,,,,,,,,,,,,,,,,,
65.72054859,4,,,,,,,,,,,,,,,,,,,,,,
65.72890422,4,,,,,,,,,,,,,,,,,,,,,,
65.73725986,0,,,,,,,,,,,,,,,,,,,,,,
65.74561549,4,,,,,,,,,,,,,,,,,,,,,,
65.75397113,4,,,,,,,,,,,,,,,,,,,,,,
65.76232676,4,,,,,,,,,,,,,,,,,,,,,,
65.7706824,1,,,,,,,,,,,,,,,,,,,,,,
65.77903803,0,,,,,,,,,,,,,,,,,,,,,,
65.78739367,5,,,,,,,,,,,,,,,,,,,,,,
65.7957493,2,,,,,,,,,,,,,,,,,,,,,,
65.80410493,5,,,,,,,,,,,,,,,,,,,,,,
65.81246057,1,,,,,,,,,,,,,,,,,,,,,,
65.8208162,2,,,,,,,,,,,,,,,,,,,,,,
65.82917184,4,,,,,,,,,,,,,,,,,,,,,,
65.83752747,1,,,,,,,,,,,,,,,,,,,,,,
65.84588311,4,,,,,,,,,,,,,,,,,,,,,,
65.85423874,2,,,,,,,,,,,,,,,,,,,,,,
65.86259438,4,,,,,,,,,,,,,,,,,,,,,,
65.87095001,6,,,,,,,,,,,,,,,,,,,,,,
65.87930564,1,,,,,,,,,,,,,,,,,,,,,,
65.88766128,1,,,,,,,,,,,,,,,,,,,,,,
65.89601691,1,,,,,,,,,,,,,,,,,,,,,,
65.90437255,5,,,,,,,,,,,,,,,,,,,,,,
65.91272818,1,,,,,,,,,,,,,,,,,,,,,,
65.92108382,4,,,,,,,,,,,,,,,,,,,,,,
65.92943945,5,,,,,,,,,,,,,,,,,,,,,,
65.93779509,4,,,,,,,,,,,,,,,,,,,,,,
65.94615072,0,,,,,,,,,,,,,,,,,,,,,,
65.95450636,1,,,,,,,,,,,,,,,,,,,,,,
65.96286199,1,,,,,,,,,,,,,,,,,,,,,,
65.97121762,1,,,,,,,,,,,,,,,,,,,,,,
65.97957326,9,,,,,,,,,,,,,,,,,,,,,,
65.98792889,0,,,,,,,,,,,,,,,,,,,,,,
65.99628453,2,,,,,,,,,,,,,,,,,,,,,,
66.00464016,4,,,,,,,,,,,,,,,,,,,,,,
66.0129958,1,,,,,,,,,,,,,,,,,,,,,,
66.02135143,4,,,,,,,,,,,,,,,,,,,,,,
66.02970707,4,,,,,,,,,,,,,,,,,,,,,,
66.0380627,2,,,,,,,,,,,,,,,,,,,,,,
66.04641833,6,,,,,,,,,,,,,,,,,,,,,,
66.05477397,2,,,,,,,,,,,,,,,,,,,,,,
66.0631296,5,,,,,,,,,,,,,,,,,,,,,,
66.07148524,5,,,,,,,,,,,,,,,,,,,,,,
66.07984087,4,,,,,,,,,,,,,,,,,,,,,,
66.08819651,1,,,,,,,,,,,,,,,,,,,,,,
66.09655214,1,,,,,,,,,,,,,,,,,,,,,,
66.10490778,0,,,,,,,,,,,,,,,,,,,,,,
66.11326341,1,,,,,,,,,,,,,,,,,,,,,,
66.12161905,1,,,,,,,,,,,,,,,,,,,,,,
66.12997468,5,,,,,,,,,,,,,,,,,,,,,,
66.13833031,2,,,,,,,,,,,,,,,,,,,,,,
66.14668595,0,,,,,,,,,,,,,,,,,,,,,,
66.15504158,2,,,,,,,,,,,,,,,,,,,,,,
66.16339722,4,,,,,,,,,,,,,,,,,,,,,,
66.17175285,2,,,,,,,,,,,,,,,,,,,,,,
66.18010849,0,,,,,,,,,,,,,,,,,,,,,,
66.18846412,1,,,,,,,,,,,,,,,,,,,,,,
66.19681976,0,,,,,,,,,,,,,,,,,,,,,,
66.20517539,4,,,,,,,,,,,,,,,,,,,,,,
66.21353102,5,,,,,,,,,,,,,,,,,,,,,,
66.22188666,0,,,,,,,,,,,,,,,,,,,,,,
66.23024229,2,,,,,,,,,,,,,,,,,,,,,,
66.23859793,1,,,,,,,,,,,,,,,,,,,,,,
66.24695356,2,,,,,,,,,,,,,,,,,,,,,,
66.2553092,1,,,,,,,,,,,,,,,,,,,,,,
66.26366483,1,,,,,,,,,,,,,,,,,,,,,,
66.27202047,1,,,,,,,,,,,,,,,,,,,,,,
66.2803761,5,,,,,,,,,,,,,,,,,,,,,,
66.28873173,6,,,,,,,,,,,,,,,,,,,,,,
66.29708737,5,,,,,,,,,,,,,,,,,,,,,,
66.305443,0,,,,,,,,,,,,,,,,,,,,,,
66.31379864,1,,,,,,,,,,,,,,,,,,,,,,
66.32215427,6,,,,,,,,,,,,,,,,,,,,,,
66.33050991,1,,,,,,,,,,,,,,,,,,,,,,
66.33886554,0,,,,,,,,,,,,,,,,,,,,,,
66.34722118,5,,,,,,,,,,,,,,,,,,,,,,
66.35557681,0,,,,,,,,,,,,,,,,,,,,,,
66.36393245,2,,,,,,,,,,,,,,,,,,,,,,
66.37228808,5,,,,,,,,,,,,,,,,,,,,,,
66.38064371,4,,,,,,,,,,,,,,,,,,,,,,
66.38899935,1,,,,,,,,,,,,,,,,,,,,,,
66.39735498,1,,,,,,,,,,,,,,,,,,,,,,
66.40571062,5,,,,,,,,,,,,,,,,,,,,,,
66.41406625,2,,,,,,,,,,,,,,,,,,,,,,
66.42242189,4,,,,,,,,,,,,,,,,,,,,,,
66.43077752,2,,,,,,,,,,,,,,,,,,,,,,
66.43913316,1,,,,,,,,,,,,,,,,,,,,,,
66.44748879,1,,,,,,,,,,,,,,,,,,,,,,
66.45584442,1,,,,,,,,,,,,,,,,,,,,,,
66.46420006,2,,,,,,,,,,,,,,,,,,,,,,
66.47255569,2,,,,,,,,,,,,,,,,,,,,,,
66.48091133,1,,,,,,,,,,,,,,,,,,,,,,
66.48926696,1,,,,,,,,,,,,,,,,,,,,,,
66.4976226,2,,,,,,,,,,,,,,,,,,,,,,
66.50597823,1,,,,,,,,,,,,,,,,,,,,,,
66.51433387,4,,,,,,,,,,,,,,,,,,,,,,
66.5226895,4,,,,,,,,,,,,,,,,,,,,,,
66.53104514,0,,,,,,,,,,,,,,,,,,,,,,
66.53940077,1,,,,,,,,,,,,,,,,,,,,,,
66.5477564,1,,,,,,,,,,,,,,,,,,,,,,
66.55611204,2,,,,,,,,,,,,,,,,,,,,,,
66.56446767,2,,,,,,,,,,,,,,,,,,,,,,
66.57282331,2,,,,,,,,,,,,,,,,,,,,,,
66.58117894,0,,,,,,,,,,,,,,,,,,,,,,
66.58953458,4,,,,,,,,,,,,,,,,,,,,,,
66.59789021,0,,,,,,,,,,,,,,,,,,,,,,
66.60624585,1,,,,,,,,,,,,,,,,,,,,,,
66.61460148,2,,,,,,,,,,,,,,,,,,,,,,
66.62295711,2,,,,,,,,,,,,,,,,,,,,,,
66.63131275,0,,,,,,,,,,,,,,,,,,,,,,
66.63966838,2,,,,,,,,,,,,,,,,,,,,,,
66.64802402,0,,,,,,,,,,,,,,,,,,,,,,
66.65637965,5,,,,,,,,,,,,,,,,,,,,,,
66.66473529,1,,,,,,,,,,,,,,,,,,,,,,
66.67309092,2,,,,,,,,,,,,,,,,,,,,,,
66.68144656,1,,,,,,,,,,,,,,,,,,,,,,
66.68980219,1,,,,,,,,,,,,,,,,,,,,,,
66.69815782,4,,,,,,,,,,,,,,,,,,,,,,
66.70651346,0,,,,,,,,,,,,,,,,,,,,,,
66.71486909,0,,,,,,,,,,,,,,,,,,,,,,
66.72322473,4,,,,,,,,,,,,,,,,,,,,,,
66.73158036,2,,,,,,,,,,,,,,,,,,,,,,
66.739936,2,,,,,,,,,,,,,,,,,,,,,,
66.74829163,2,,,,,,,,,,,,,,,,,,,,,,
66.75664727,1,,,,,,,,,,,,,,,,,,,,,,
66.7650029,2,,,,,,,,,,,,,,,,,,,,,,
66.77335854,2,,,,,,,,,,,,,,,,,,,,,,
66.78171417,4,,,,,,,,,,,,,,,,,,,,,,
66.7900698,1,,,,,,,,,,,,,,,,,,,,,,
66.79842544,1,,,,,,,,,,,,,,,,,,,,,,
66.80678107,4,,,,,,,,,,,,,,,,,,,,,,
66.81513671,0,,,,,,,,,,,,,,,,,,,,,,
66.82349234,4,,,,,,,,,,,,,,,,,,,,,,
66.83184798,2,,,,,,,,,,,,,,,,,,,,,,
66.84020361,2,,,,,,,,,,,,,,,,,,,,,,
66.84855925,1,,,,,,,,,,,,,,,,,,,,,,
66.85691488,2,,,,,,,,,,,,,,,,,,,,,,
66.86527051,2,,,,,,,,,,,,,,,,,,,,,,
66.87362615,4,,,,,,,,,,,,,,,,,,,,,,
66.88198178,2,,,,,,,,,,,,,,,,,,,,,,
66.89033742,2,,,,,,,,,,,,,,,,,,,,,,
66.89869305,1,,,,,,,,,,,,,,,,,,,,,,
66.90704869,1,,,,,,,,,,,,,,,,,,,,,,
66.91540432,1,,,,,,,,,,,,,,,,,,,,,,
66.92375996,2,,,,,,,,,,,,,,,,,,,,,,
66.93211559,2,,,,,,,,,,,,,,,,,,,,,,
66.94047123,4,,,,,,,,,,,,,,,,,,,,,,
66.94882686,1,,,,,,,,,,,,,,,,,,,,,,
66.95718249,0,,,,,,,,,,,,,,,,,,,,,,
66.96553813,1,,,,,,,,,,,,,,,,,,,,,,
66.97389376,2,,,,,,,,,,,,,,,,,,,,,,
66.9822494,2,,,,,,,,,,,,,,,,,,,,,,
66.99060503,2,,,,,,,,,,,,,,,,,,,,,,
66.99896067,2,,,,,,,,,,,,,,,,,,,,,,
67.0073163,2,,,,,,,,,,,,,,,,,,,,,,
67.01567194,1,,,,,,,,,,,,,,,,,,,,,,
67.02402757,1,,,,,,,,,,,,,,,,,,,,,,
67.0323832,2,,,,,,,,,,,,,,,,,,,,,,
67.04073884,0,,,,,,,,,,,,,,,,,,,,,,
67.04909447,2,,,,,,,,,,,,,,,,,,,,,,
67.05745011,1,,,,,,,,,,,,,,,,,,,,,,
67.06580574,2,,,,,,,,,,,,,,,,,,,,,,
67.07416138,4,,,,,,,,,,,,,,,,,,,,,,
67.08251701,2,,,,,,,,,,,,,,,,,,,,,,
67.09087265,2,,,,,,,,,,,,,,,,,,,,,,
67.09922828,0,,,,,,,,,,,,,,,,,,,,,,
67.10758391,0,,,,,,,,,,,,,,,,,,,,,,
67.11593955,0,,,,,,,,,,,,,,,,,,,,,,
67.12429518,1,,,,,,,,,,,,,,,,,,,,,,
67.13265082,1,,,,,,,,,,,,,,,,,,,,,,
67.14100645,1,,,,,,,,,,,,,,,,,,,,,,
67.14936209,2,,,,,,,,,,,,,,,,,,,,,,
67.15771772,1,,,,,,,,,,,,,,,,,,,,,,
67.16607336,1,,,,,,,,,,,,,,,,,,,,,,
67.17442899,1,,,,,,,,,,,,,,,,,,,,,,
67.18278463,2,,,,,,,,,,,,,,,,,,,,,,
67.19114026,1,,,,,,,,,,,,,,,,,,,,,,
67.19949589,5,,,,,,,,,,,,,,,,,,,,,,
