Divergence slit,Fixed,0.19mm,,,,,,,,,,,,,,69.1631,34.58155,0.603561908,1.226481993,1.50425808,16.427,24.71044749,4.970960419
Monochromator used,NO,,,,,,,,,,,,,,,88.0468,44.0234,0.768353278,1.001687748,1.003378345,24.623,24.70618498,4.97053166
Generator voltage,45,,,,,,,,,,,,,,,,,,,,,,
Tube current,40,,,,,,,,,,,,,,,,,,,,,,
File date and time,11/6/2018 9:22,,,,,,,,,,,,,,,,,,,,,,
Unit cell,,,,,,,,,,,,,,,,,,,,,,,
h k l, 0 0 0,,,,,,,,,,,,,,,,,,,,,,
Scan axis,Gonio,,,,,,,,,,,,,,,,,,,,,,
Scan range,10.001,149.9996559,,,,,,,,,,,,,,,,,,,,,
Scan step size,0.0083556,,,,,,,,,,,,,,,,,,,,,,
No. of points,16755,,,,,,,,,,,,,,,,,,,,,,
Scan type,CONTINUOUS,,,,,,,,,,,,,,,,,,,,,,
Phi,0,,,,,,,,,,,,,,,,,,,,,,
Time per step,1.905,,,,,,,,,,,,,,,,,,,,,,
[Scan points],,,,,,,,,,,,,,,,,,,,,,,
Angle,Intensity,,,,,,,,,,,,,,,,,,,,,,
12.87951608,9,,,,,,,,,,,,,,,,,,,,,,
12.88787172,4,,,,,,,,,,,,,,,,,,,,,,
12.89622735,10,,,,,,,,,,,,,,,,,,,,,,
12.90458299,4,,,,,,,,,,,,,,,,,,,,,,
12.91293862,5,,,,,,,,,,,,,,,,,,,,,,
12.92129426,18,,,,,,,,,,,,,,,,,,,,,,
12.92964989,9,,,,,,,,,,,,,,,,,,,,,,
12.93800553,6,,,,,,,,,,,,,,,,,,,,,,
12.94636116,10,,,,,,,,,,,,,,,,,,,,,,
12.95471679,9,,,,,,,,,,,,,,,,,,,,,,
12.96307243,12,,,,,,,,,,,,,,,,,,,,,,
12.97142806,9,,,,,,,,,,,,,,,,,,,,,,
12.9797837,12,,,,,,,,,,,,,,,,,,,,,,
12.98813933,9,,,,,,,,,,,,,,,,,,,,,,
12.99649497,6,,,,,,,,,,,,,,,,,,,,,,
13.0048506,6,,,,,,,,,,,,,,,,,,,,,,
13.01320624,2,,,,,,,,,,,,,,,,,,,,,,
13.02156187,8,,,,,,,,,,,,,,,,,,,,,,
13.02991751,12,,,,,,,,,,,,,,,,,,,,,,
13.03827314,10,,,,,,,,,,,,,,,,,,,,,,
13.04662877,6,,,,,,,,,,,,,,,,,,,,,,
13.05498441,4,,,,,,,,,,,,,,,,,,,,,,
13.06334004,8,,,,,,,,,,,,,,,,,,,,,,
13.07169568,6,,,,,,,,,,,,,,,,,,,,,,
13.08005131,6,,,,,,,,,,,,,,,,,,,,,,
13.08840695,5,,,,,,,,,,,,,,,,,,,,,,
13.09676258,5,,,,,,,,,,,,,,,,,,,,,,
13.10511822,8,,,,,,,,,,,,,,,,,,,,,,
13.11347385,2,,,,,,,,,,,,,,,,,,,,,,
13.12182948,12,,,,,,,,,,,,,,,,,,,,,,
13.13018512,10,,,,,,,,,,,,,,,,,,,,,,
13.13854075,9,,,,,,,,,,,,,,,,,,,,,,
13.14689639,2,,,,,,,,,,,,,,,,,,,,,,
13.15525202,10,,,,,,,,,,,,,,,,,,,,,,
13.16360766,5,,,,,,,,,,,,,,,,,,,,,,
13.17196329,12,,,,,,,,,,,,,,,,,,,,,,
13.18031893,8,,,,,,,,,,,,,,,,,,,,,,
13.18867456,5,,,,,,,,,,,,,,,,,,,,,,
13.1970302,1,,,,,,,,,,,,,,,,,,,,,,
13.20538583,6,,,,,,,,,,,,,,,,,,,,,,
13.21374146,5,,,,,,,,,,,,,,,,,,,,,,
13.2220971,4,,,,,,,,,,,,,,,,,,,,,,
13.23045273,2,,,,,,,,,,,,,,,,,,,,,,
13.23880837,10,,,,,,,,,,,,,,,,,,,,,,
13.247164,5,,,,,,,,,,,,,,,,,,,,,,
13.25551964,17,,,,,,,,,,,,,,,,,,,,,,
13.26387527,6,,,,,,,,,,,,,,,,,,,,,,
13.27223091,1,,,,,,,,,,,,,,,,,,,,,,
13.28058654,8,,,,,,,,,,,,,,,,,,,,,,
13.28894217,9,,,,,,,,,,,,,,,,,,,,,,
13.29729781,6,,,,,,,,,,,,,,,,,,,,,,
13.30565344,6,,,,,,,,,,,,,,,,,,,,,,
13.31400908,5,,,,,,,,,,,,,,,,,,,,,,
13.32236471,9,,,,,,,,,,,,,,,,,,,,,,
13.33072035,12,,,,,,,,,,,,,,,,,,,,,,
13.33907598,4,,,,,,,,,,,,,,,,,,,,,,
13.34743162,12,,,,,,,,,,,,,,,,,,,,,,
13.35578725,9,,,,,,,,,,,,,,,,,,,,,,
13.36414288,6,,,,,,,,,,,,,,,,,,,,,,
13.37249852,12,,,,,,,,,,,,,,,,,,,,,,
13.38085415,8,,,,,,,,,,,,,,,,,,,,,,
13.38920979,6,,,,,,,,,,,,,,,,,,,,,,
13.39756542,9,,,,,,,,,,,,,,,,,,,,,,
13.40592106,1,,,,,,,,,,,,,,,,,,,,,,
13.41427669,6,,,,,,,,,,,,,,,,,,,,,,
13.42263233,8,,,,,,,,,,,,,,,,,,,,,,
13.43098796,6,,,,,,,,,,,,,,,,,,,,,,
13.4393436,8,,,,,,,,,,,,,,,,,,,,,,
13.44769923,2,,,,,,,,,,,,,,,,,,,,,,
13.45605486,12,,,,,,,,,,,,,,,,,,,,,,
13.4644105,12,,,,,,,,,,,,,,,,,,,,,,
13.47276613,5,,,,,,,,,,,,,,,,,,,,,,
13.48112177,10,,,,,,,,,,,,,,,,,,,,,,
13.4894774,10,,,,,,,,,,,,,,,,,,,,,,
13.49783304,10,,,,,,,,,,,,,,,,,,,,,,
13.50618867,6,,,,,,,,,,,,,,,,,,,,,,
13.51454431,4,,,,,,,,,,,,,,,,,,,,,,
13.52289994,8,,,,,,,,,,,,,,,,,,,,,,
13.53125557,5,,,,,,,,,,,,,,,,,,,,,,
13.53961121,4,,,,,,,,,,,,,,,,,,,,,,
13.54796684,2,,,,,,,,,,,,,,,,,,,,,,
13.55632248,5,,,,,,,,,,,,,,,,,,,,,,
13.56467811,6,,,,,,,,,,,,,,,,,,,,,,
13.57303375,10,,,,,,,,,,,,,,,,,,,,,,
13.58138938,10,,,,,,,,,,,,,,,,,,,,,,
13.58974502,5,,,,,,,,,,,,,,,,,,,,,,
13.59810065,9,,,,,,,,,,,,,,,,,,,,,,
13.60645629,9,,,,,,,,,,,,,,,,,,,,,,
13.61481192,6,,,,,,,,,,,,,,,,,,,,,,
13.62316755,10,,,,,,,,,,,,,,,,,,,,,,
13.63152319,6,,,,,,,,,,,,,,,,,,,,,,
13.63987882,6,,,,,,,,,,,,,,,,,,,,,,
13.64823446,5,,,,,,,,,,,,,,,,,,,,,,
13.65659009,4,,,,,,,,,,,,,,,,,,,,,,
13.66494573,4,,,,,,,,,,,,,,,,,,,,,,
13.67330136,1,,,,,,,,,,,,,,,,,,,,,,
13.681657,8,,,,,,,,,,,,,,,,,,,,,,
13.69001263,12,,,,,,,,,,,,,,,,,,,,,,
13.69836826,4,,,,,,,,,,,,,,,,,,,,,,
13.7067239,9,,,,,,,,,,,,,,,,,,,,,,
13.71507953,6,,,,,,,,,,,,,,,,,,,,,,
13.72343517,2,,,,,,,,,,,,,,,,,,,,,,
13.7317908,12,,,,,,,,,,,,,,,,,,,,,,
13.74014644,6,,,,,,,,,,,,,,,,,,,,,,
13.74850207,6,,,,,,,,,,,,,,,,,,,,,,
13.75685771,5,,,,,,,,,,,,,,,,,,,,,,
13.76521334,8,,,,,,,,,,,,,,,,,,,,,,
13.77356897,6,,,,,,,,,,,,,,,,,,,,,,
13.78192461,9,,,,,,,,,,,,,,,,,,,,,,
13.79028024,8,,,,,,,,,,,,,,,,,,,,,,
13.79863588,8,,,,,,,,,,,,,,,,,,,,,,
13.80699151,8,,,,,,,,,,,,,,,,,,,,,,
13.81534715,5,,,,,,,,,,,,,,,,,,,,,,
13.82370278,10,,,,,,,,,,,,,,,,,,,,,,
13.83205842,4,,,,,,,,,,,,,,,,,,,,,,
13.84041405,6,,,,,,,,,,,,,,,,,,,,,,
13.84876969,6,,,,,,,,,,,,,,,,,,,,,,
13.85712532,4,,,,,,,,,,,,,,,,,,,,,,
13.86548095,8,,,,,,,,,,,,,,,,,,,,,,
13.87383659,2,,,,,,,,,,,,,,,,,,,,,,
13.88219222,8,,,,,,,,,,,,,,,,,,,,,,
13.89054786,10,,,,,,,,,,,,,,,,,,,,,,
13.89890349,6,,,,,,,,,,,,,,,,,,,,,,
13.90725913,12,,,,,,,,,,,,,,,,,,,,,,
13.91561476,6,,,,,,,,,,,,,,,,,,,,,,
13.9239704,6,,,,,,,,,,,,,,,,,,,,,,
13.93232603,6,,,,,,,,,,,,,,,,,,,,,,
13.94068166,0,,,,,,,,,,,,,,,,,,,,,,
13.9490373,4,,,,,,,,,,,,,,,,,,,,,,
13.95739293,5,,,,,,,,,,,,,,,,,,,,,,
13.96574857,10,,,,,,,,,,,,,,,,,,,,,,
13.9741042,6,,,,,,,,,,,,,,,,,,,,,,
13.98245984,8,,,,,,,,,,,,,,,,,,,,,,
13.99081547,8,,,,,,,,,,,,,,,,,,,,,,
13.99917111,12,,,,,,,,,,,,,,,,,,,,,,
14.00752674,4,,,,,,,,,,,,,,,,,,,,,,
14.01588237,4,,,,,,,,,,,,,,,,,,,,,,
14.02423801,12,,,,,,,,,,,,,,,,,,,,,,
14.03259364,5,,,,,,,,,,,,,,,,,,,,,,
14.04094928,10,,,,,,,,,,,,,,,,,,,,,,
14.04930491,9,,,,,,,,,,,,,,,,,,,,,,
14.05766055,8,,,,,,,,,,,,,,,,,,,,,,
14.06601618,13,,,,,,,,,,,,,,,,,,,,,,
14.07437182,14,,,,,,,,,,,,,,,,,,,,,,
14.08272745,5,,,,,,,,,,,,,,,,,,,,,,
14.09108309,10,,,,,,,,,,,,,,,,,,,,,,
14.09943872,8,,,,,,,,,,,,,,,,,,,,,,
14.10779435,8,,,,,,,,,,,,,,,,,,,,,,
14.11614999,9,,,,,,,,,,,,,,,,,,,,,,
14.12450562,9,,,,,,,,,,,,,,,,,,,,,,
14.13286126,5,,,,,,,,,,,,,,,,,,,,,,
14.14121689,6,,,,,,,,,,,,,,,,,,,,,,
14.14957253,4,,,,,,,,,,,,,,,,,,,,,,
14.15792816,6,,,,,,,,,,,,,,,,,,,,,,
14.1662838,9,,,,,,,,,,,,,,,,,,,,,,
14.17463943,2,,,,,,,,,,,,,,,,,,,,,,
14.18299506,6,,,,,,,,,,,,,,,,,,,,,,
14.1913507,6,,,,,,,,,,,,,,,,,,,,,,
14.19970633,5,,,,,,,,,,,,,,,,,,,,,,
14.20806197,8,,,,,,,,,,,,,,,,,,,,,,
14.2164176,9,,,,,,,,,,,,,,,,,,,,,,
14.22477324,6,,,,,,,,,,,,,,,,,,,,,,
14.23312887,8,,,,,,,,,,,,,,,,,,,,,,
14.24148451,8,,,,,,,,,,,,,,,,,,,,,,
14.24984014,6,,,,,,,,,,,,,,,,,,,,,,
14.25819578,9,,,,,,,,,,,,,,,,,,,,,,
14.26655141,2,,,,,,,,,,,,,,,,,,,,,,
14.27490704,5,,,,,,,,,,,,,,,,,,,,,,
14.28326268,12,,,,,,,,,,,,,,,,,,,,,,
14.29161831,12,,,,,,,,,,,,,,,,,,,,,,
14.29997395,10,,,,,,,,,,,,,,,,,,,,,,
14.30832958,6,,,,,,,,,,,,,,,,,,,,,,
14.31668522,6,,,,,,,,,,,,,,,,,,,,,,
14.32504085,9,,,,,,,,,,,,,,,,,,,,,,
14.33339649,9,,,,,,,,,,,,,,,,,,,,,,
14.34175212,8,,,,,,,,,,,,,,,,,,,,,,
14.35010775,4,,,,,,,,,,,,,,,,,,,,,,
14.35846339,8,,,,,,,,,,,,,,,,,,,,,,
14.36681902,9,,,,,,,,,,,,,,,,,,,,,,
14.37517466,10,,,,,,,,,,,,,,,,,,,,,,
14.38353029,14,,,,,,,,,,,,,,,,,,,,,,
14.39188593,6,,,,,,,,,,,,,,,,,,,,,,
14.40024156,2,,,,,,,,,,,,,,,,,,,,,,
14.4085972,9,,,,,,,,,,,,,,,,,,,,,,
14.41695283,8,,,,,,,,,,,,,,,,,,,,,,
14.42530846,10,,,,,,,,,,,,,,,,,,,,,,
14.4336641,5,,,,,,,,,,,,,,,,,,,,,,
14.44201973,1,,,,,,,,,,,,,,,,,,,,,,
14.45037537,2,,,,,,,,,,,,,,,,,,,,,,
14.458731,9,,,,,,,,,,,,,,,,,,,,,,
14.46708664,9,,,,,,,,,,,,,,,,,,,,,,
14.47544227,6,,,,,,,,,,,,,,,,,,,,,,
14.48379791,5,,,,,,,,,,,,,,,,,,,,,,
14.49215354,5,,,,,,,,,,,,,,,,,,,,,,
14.50050918,5,,,,,,,,,,,,,,,,,,,,,,
14.50886481,6,,,,,,,,,,,,,,,,,,,,,,
14.51722044,12,,,,,,,,,,,,,,,,,,,,,,
14.52557608,5,,,,,,,,,,,,,,,,,,,,,,
14.53393171,5,,,,,,,,,,,,,,,,,,,,,,
14.54228735,4,,,,,,,,,,,,,,,,,,,,,,
14.55064298,10,,,,,,,,,,,,,,,,,,,,,,
14.55899862,13,,,,,,,,,,,,,,,,,,,,,,
14.56735425,13,,,,,,,,,,,,,,,,,,,,,,
14.57570989,9,,,,,,,,,,,,,,,,,,,,,,
14.58406552,9,,,,,,,,,,,,,,,,,,,,,,
14.59242115,16,,,,,,,,,,,,,,,,,,,,,,
14.60077679,5,,,,,,,,,,,,,,,,,,,,,,
14.60913242,5,,,,,,,,,,,,,,,,,,,,,,
14.61748806,8,,,,,,,,,,,,,,,,,,,,,,
14.62584369,6,,,,,,,,,,,,,,,,,,,,,,
14.63419933,6,,,,,,,,,,,,,,,,,,,,,,
14.64255496,8,,,,,,,,,,,,,,,,,,,,,,
14.6509106,6,,,,,,,,,,,,,,,,,,,,,,
14.65926623,5,,,,,,,,,,,,,,,,,,,,,,
14.66762187,8,,,,,,,,,,,,,,,,,,,,,,
14.6759775,9,,,,,,,,,,,,,,,,,,,,,,
14.68433313,9,,,,,,,,,,,,,,,,,,,,,,
14.69268877,5,,,,,,,,,,,,,,,,,,,,,,
14.7010444,9,,,,,,,,,,,,,,,,,,,,,,
14.70940004,10,,,,,,,,,,,,,,,,,,,,,,
14.71775567,1,,,,,,,,,,,,,,,,,,,,,,
14.72611131,6,,,,,,,,,,,,,,,,,,,,,,
14.73446694,6,,,,,,,,,,,,,,,,,,,,,,
14.74282258,8,,,,,,,,,,,,,,,,,,,,,,
14.75117821,2,,,,,,,,,,,,,,,,,,,,,,
14.75953384,8,,,,,,,,,,,,,,,,,,,,,,
14.76788948,8,,,,,,,,,,,,,,,,,,,,,,
14.77624511,8,,,,,,,,,,,,,,,,,,,,,,
14.78460075,8,,,,,,,,,,,,,,,,,,,,,,
14.79295638,8,,,,,,,,,,,,,,,,,,,,,,
14.80131202,6,,,,,,,,,,,,,,,,,,,,,,
14.80966765,5,,,,,,,,,,,,,,,,,,,,,,
14.81802329,6,,,,,,,,,,,,,,,,,,,,,,
14.82637892,6,,,,,,,,,,,,,,,,,,,,,,
14.83473455,2,,,,,,,,,,,,,,,,,,,,,,
14.84309019,4,,,,,,,,,,,,,,,,,,,,,,
14.85144582,4,,,,,,,,,,,,,,,,,,,,,,
14.85980146,6,,,,,,,,,,,,,,,,,,,,,,
14.86815709,8,,,,,,,,,,,,,,,,,,,,,,
14.87651273,4,,,,,,,,,,,,,,,,,,,,,,
14.88486836,10,,,,,,,,,,,,,,,,,,,,,,
14.893224,9,,,,,,,,,,,,,,,,,,,,,,
14.90157963,10,,,,,,,,,,,,,,,,,,,,,,
14.90993527,6,,,,,,,,,,,,,,,,,,,,,,
14.9182909,10,,,,,,,,,,,,,,,,,,,,,,
14.92664653,9,,,,,,,,,,,,,,,,,,,,,,
14.93500217,6,,,,,,,,,,,,,,,,,,,,,,
14.9433578,8,,,,,,,,,,,,,,,,,,,,,,
14.95171344,4,,,,,,,,,,,,,,,,,,,,,,
14.96006907,6,,,,,,,,,,,,,,,,,,,,,,
14.96842471,6,,,,,,,,,,,,,,,,,,,,,,
14.97678034,6,,,,,,,,,,,,,,,,,,,,,,
14.98513598,6,,,,,,,,,,,,,,,,,,,,,,
14.99349161,8,,,,,,,,,,,,,,,,,,,,,,
15.00184724,8,,,,,,,,,,,,,,,,,,,,,,
15.01020288,4,,,,,,,,,,,,,,,,,,,,,,
15.01855851,8,,,,,,,,,,,,,,,,,,,,,,
15.02691415,5,,,,,,,,,,,,,,,,,,,,,,
15.03526978,9,,,,,,,,,,,,,,,,,,,,,,
15.04362542,4,,,,,,,,,,,,,,,,,,,,,,
15.05198105,9,,,,,,,,,,,,,,,,,,,,,,
15.06033669,10,,,,,,,,,,,,,,,,,,,,,,
15.06869232,8,,,,,,,,,,,,,,,,,,,,,,
15.07704796,5,,,,,,,,,,,,,,,,,,,,,,
15.08540359,9,,,,,,,,,,,,,,,,,,,,,,
15.09375922,4,,,,,,,,,,,,,,,,,,,,,,
15.10211486,8,,,,,,,,,,,,,,,,,,,,,,
15.11047049,8,,,,,,,,,,,,,,,,,,,,,,
15.11882613,2,,,,,,,,,,,,,,,,,,,,,,
15.12718176,9,,,,,,,,,,,,,,,,,,,,,,
15.1355374,4,,,,,,,,,,,,,,,,,,,,,,
15.14389303,5,,,,,,,,,,,,,,,,,,,,,,
15.15224867,4,,,,,,,,,,,,,,,,,,,,,,
15.1606043,8,,,,,,,,,,,,,,,,,,,,,,
15.16895993,10,,,,,,,,,,,,,,,,,,,,,,
15.17731557,6,,,,,,,,,,,,,,,,,,,,,,
15.1856712,6,,,,,,,,,,,,,,,,,,,,,,
15.19402684,4,,,,,,,,,,,,,,,,,,,,,,
15.20238247,5,,,,,,,,,,,,,,,,,,,,,,
15.21073811,9,,,,,,,,,,,,,,,,,,,,,,
15.21909374,9,,,,,,,,,,,,,,,,,,,,,,
15.22744938,4,,,,,,,,,,,,,,,,,,,,,,
15.23580501,9,,,,,,,,,,,,,,,,,,,,,,
15.24416064,8,,,,,,,,,,,,,,,,,,,,,,
15.25251628,9,,,,,,,,,,,,,,,,,,,,,,
15.26087191,9,,,,,,,,,,,,,,,,,,,,,,
15.26922755,2,,,,,,,,,,,,,,,,,,,,,,
15.27758318,6,,,,,,,,,,,,,,,,,,,,,,
15.28593882,6,,,,,,,,,,,,,,,,,,,,,,
15.29429445,8,,,,,,,,,,,,,,,,,,,,,,
15.30265009,9,,,,,,,,,,,,,,,,,,,,,,
15.31100572,9,,,,,,,,,,,,,,,,,,,,,,
15.31936136,8,,,,,,,,,,,,,,,,,,,,,,
15.32771699,4,,,,,,,,,,,,,,,,,,,,,,
15.33607262,10,,,,,,,,,,,,,,,,,,,,,,
15.34442826,5,,,,,,,,,,,,,,,,,,,,,,
15.35278389,9,,,,,,,,,,,,,,,,,,,,,,
15.36113953,9,,,,,,,,,,,,,,,,,,,,,,
15.36949516,10,,,,,,,,,,,,,,,,,,,,,,
15.3778508,6,,,,,,,,,,,,,,,,,,,,,,
15.38620643,8,,,,,,,,,,,,,,,,,,,,,,
15.39456207,2,,,,,,,,,,,,,,,,,,,,,,
15.4029177,6,,,,,,,,,,,,,,,,,,,,,,
15.41127333,5,,,,,,,,,,,,,,,,,,,,,,
15.41962897,4,,,,,,,,,,,,,,,,,,,,,,
15.4279846,8,,,,,,,,,,,,,,,,,,,,,,
15.43634024,5,,,,,,,,,,,,,,,,,,,,,,
15.44469587,9,,,,,,,,,,,,,,,,,,,,,,
15.45305151,9,,,,,,,,,,,,,,,,,,,,,,
15.46140714,8,,,,,,,,,,,,,,,,,,,,,,
15.46976278,8,,,,,,,,,,,,,,,,,,,,,,
15.47811841,4,,,,,,,,,,,,,,,,,,,,,,
15.48647404,2,,,,,,,,,,,,,,,,,,,,,,
15.49482968,4,,,,,,,,,,,,,,,,,,,,,,
15.50318531,6,,,,,,,,,,,,,,,,,,,,,,
15.51154095,6,,,,,,,,,,,,,,,,,,,,,,
15.51989658,2,,,,,,,,,,,,,,,,,,,,,,
15.52825222,2,,,,,,,,,,,,,,,,,,,,,,
15.53660785,2,,,,,,,,,,,,,,,,,,,,,,
15.54496349,8,,,,,,,,,,,,,,,,,,,,,,
15.55331912,10,,,,,,,,,,,,,,,,,,,,,,
15.56167476,2,,,,,,,,,,,,,,,,,,,,,,
15.57003039,5,,,,,,,,,,,,,,,,,,,,,,
15.57838602,5,,,,,,,,,,,,,,,,,,,,,,
15.58674166,8,,,,,,,,,,,,,,,,,,,,,,
15.59509729,6,,,,,,,,,,,,,,,,,,,,,,
15.60345293,16,,,,,,,,,,,,,,,,,,,,,,
15.61180856,4,,,,,,,,,,,,,,,,,,,,,,
15.6201642,10,,,,,,,,,,,,,,,,,,,,,,
15.62851983,4,,,,,,,,,,,,,,,,,,,,,,
15.63687547,6,,,,,,,,,,,,,,,,,,,,,,
15.6452311,16,,,,,,,,,,,,,,,,,,,,,,
15.65358673,6,,,,,,,,,,,,,,,,,,,,,,
15.66194237,4,,,,,,,,,,,,,,,,,,,,,,
15.670298,6,,,,,,,,,,,,,,,,,,,,,,
15.67865364,10,,,,,,,,,,,,,,,,,,,,,,
15.68700927,5,,,,,,,,,,,,,,,,,,,,,,
15.69536491,6,,,,,,,,,,,,,,,,,,,,,,
15.70372054,9,,,,,,,,,,,,,,,,,,,,,,
15.71207618,4,,,,,,,,,,,,,,,,,,,,,,
15.72043181,8,,,,,,,,,,,,,,,,,,,,,,
15.72878745,5,,,,,,,,,,,,,,,,,,,,,,
15.73714308,5,,,,,,,,,,,,,,,,,,,,,,
15.74549871,5,,,,,,,,,,,,,,,,,,,,,,
15.75385435,6,,,,,,,,,,,,,,,,,,,,,,
15.76220998,8,,,,,,,,,,,,,,,,,,,,,,
15.77056562,8,,,,,,,,,,,,,,,,,,,,,,
15.77892125,2,,,,,,,,,,,,,,,,,,,,,,
15.78727689,6,,,,,,,,,,,,,,,,,,,,,,
15.79563252,4,,,,,,,,,,,,,,,,,,,,,,
15.80398816,6,,,,,,,,,,,,,,,,,,,,,,
15.81234379,4,,,,,,,,,,,,,,,,,,,,,,
15.82069942,8,,,,,,,,,,,,,,,,,,,,,,
15.82905506,16,,,,,,,,,,,,,,,,,,,,,,
15.83741069,2,,,,,,,,,,,,,,,,,,,,,,
15.84576633,6,,,,,,,,,,,,,,,,,,,,,,
15.85412196,5,,,,,,,,,,,,,,,,,,,,,,
15.8624776,4,,,,,,,,,,,,,,,,,,,,,,
15.87083323,9,,,,,,,,,,,,,,,,,,,,,,
15.87918887,2,,,,,,,,,,,,,,,,,,,,,,
15.8875445,5,,,,,,,,,,,,,,,,,,,,,,
15.89590013,10,,,,,,,,,,,,,,,,,,,,,,
15.90425577,12,,,,,,,,,,,,,,,,,,,,,,
15.9126114,12,,,,,,,,,,,,,,,,,,,,,,
15.92096704,1,,,,,,,,,,,,,,,,,,,,,,
15.92932267,9,,,,,,,,,,,,,,,,,,,,,,
15.93767831,6,,,,,,,,,,,,,,,,,,,,,,
15.94603394,4,,,,,,,,,,,,,,,,,,,,,,
15.95438958,10,,,,,,,,,,,,,,,,,,,,,,
15.96274521,4,,,,,,,,,,,,,,,,,,,,,,
15.97110085,6,,,,,,,,,,,,,,,,,,,,,,
15.97945648,6,,,,,,,,,,,,,,,,,,,,,,
15.98781211,17,,,,,,,,,,,,,,,,,,,,,,
15.99616775,6,,,,,,,,,,,,,,,,,,,,,,
16.00452338,9,,,,,,,,,,,,,,,,,,,,,,
16.01287902,10,,,,,,,,,,,,,,,,,,,,,,
16.02123465,8,,,,,,,,,,,,,,,,,,,,,,
16.02959029,4,,,,,,,,,,,,,,,,,,,,,,
16.03794592,5,,,,,,,,,,,,,,,,,,,,,,
16.04630156,8,,,,,,,,,,,,,,,,,,,,,,
16.05465719,2,,,,,,,,,,,,,,,,,,,,,,
16.06301282,5,,,,,,,,,,,,,,,,,,,,,,
16.07136846,1,,,,,,,,,,,,,,,,,,,,,,
16.07972409,6,,,,,,,,,,,,,,,,,,,,,,
16.08807973,5,,,,,,,,,,,,,,,,,,,,,,
16.09643536,6,,,,,,,,,,,,,,,,,,,,,,
16.104791,6,,,,,,,,,,,,,,,,,,,,,,
16.11314663,5,,,,,,,,,,,,,,,,,,,,,,
16.12150227,5,,,,,,,,,,,,,,,,,,,,,,
16.1298579,6,,,,,,,,,,,,,,,,,,,,,,
16.13821354,9,,,,,,,,,,,,,,,,,,,,,,
16.14656917,16,,,,,,,,,,,,,,,,,,,,,,
16.1549248,5,,,,,,,,,,,,,,,,,,,,,,
16.16328044,1,,,,,,,,,,,,,,,,,,,,,,
16.17163607,0,,,,,,,,,,,,,,,,,,,,,,
16.17999171,8,,,,,,,,,,,,,,,,,,,,,,
16.18834734,5,,,,,,,,,,,,,,,,,,,,,,
16.19670298,1,,,,,,,,,,,,,,,,,,,,,,
16.20505861,4,,,,,,,,,,,,,,,,,,,,,,
16.21341425,6,,,,,,,,,,,,,,,,,,,,,,
16.22176988,4,,,,,,,,,,,,,,,,,,,,,,
16.23012551,2,,,,,,,,,,,,,,,,,,,,,,
16.23848115,5,,,,,,,,,,,,,,,,,,,,,,
16.24683678,5,,,,,,,,,,,,,,,,,,,,,,
16.25519242,9,,,,,,,,,,,,,,,,,,,,,,
16.26354805,5,,,,,,,,,,,,,,,,,,,,,,
16.27190369,10,,,,,,,,,,,,,,,,,,,,,,
16.28025932,8,,,,,,,,,,,,,,,,,,,,,,
16.28861496,9,,,,,,,,,,,,,,,,,,,,,,
16.29697059,5,,,,,,,,,,,,,,,,,,,,,,
16.30532622,4,,,,,,,,,,,,,,,,,,,,,,
16.31368186,8,,,,,,,,,,,,,,,,,,,,,,
16.32203749,4,,,,,,,,,,,,,,,,,,,,,,
16.33039313,9,,,,,,,,,,,,,,,,,,,,,,
16.33874876,5,,,,,,,,,,,,,,,,,,,,,,
16.3471044,6,,,,,,,,,,,,,,,,,,,,,,
16.35546003,1,,,,,,,,,,,,,,,,,,,,,,
16.36381567,9,,,,,,,,,,,,,,,,,,,,,,
16.3721713,8,,,,,,,,,,,,,,,,,,,,,,
16.38052694,8,,,,,,,,,,,,,,,,,,,,,,
16.38888257,4,,,,,,,,,,,,,,,,,,,,,,
16.3972382,4,,,,,,,,,,,,,,,,,,,,,,
16.40559384,4,,,,,,,,,,,,,,,,,,,,,,
16.41394947,10,,,,,,,,,,,,,,,,,,,,,,
16.42230511,6,,,,,,,,,,,,,,,,,,,,,,
16.43066074,5,,,,,,,,,,,,,,,,,,,,,,
16.43901638,4,,,,,,,,,,,,,,,,,,,,,,
16.44737201,4,,,,,,,,,,,,,,,,,,,,,,
16.45572765,8,,,,,,,,,,,,,,,,,,,,,,
16.46408328,2,,,,,,,,,,,,,,,,,,,,,,
16.47243891,5,,,,,,,,,,,,,,,,,,,,,,
16.48079455,6,,,,,,,,,,,,,,,,,,,,,,
16.48915018,5,,,,,,,,,,,,,,,,,,,,,,
16.49750582,5,,,,,,,,,,,,,,,,,,,,,,
16.50586145,9,,,,,,,,,,,,,,,,,,,,,,
16.51421709,6,,,,,,,,,,,,,,,,,,,,,,
16.52257272,4,,,,,,,,,,,,,,,,,,,,,,
16.53092836,5,,,,,,,,,,,,,,,,,,,,,,
16.53928399,6,,,,,,,,,,,,,,,,,,,,,,
16.54763962,2,,,,,,,,,,,,,,,,,,,,,,
16.55599526,13,,,,,,,,,,,,,,,,,,,,,,
16.56435089,9,,,,,,,,,,,,,,,,,,,,,,
16.57270653,1,,,,,,,,,,,,,,,,,,,,,,
16.58106216,9,,,,,,,,,,,,,,,,,,,,,,
16.5894178,2,,,,,,,,,,,,,,,,,,,,,,
16.59777343,10,,,,,,,,,,,,,,,,,,,,,,
16.60612907,4,,,,,,,,,,,,,,,,,,,,,,
